host	logname	time	method	url	response	bytes	referer	useragent
133.43.96.45	-	807250896	GET	/history/apollo/images/footprint-logo.gif	200	4209		
www-c6.proxy.aol.com	-	807250904	GET	/images/	200	17688		
dd09-012.compuserve.com	-	807250906	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
dd09-012.compuserve.com	-	807250912	GET	/images/launch-logo.gif	200	1713		
pm9.j51.com	-	807250914	GET	/history/apollo/apollo-4/apollo-4.html	200	3542		
palpk-s13.intac.com	-	807250915	GET	/images/op.gif	200	1408		
www-c6.proxy.aol.com	-	807250915	GET	/icons/menu.xbm	200	527		
dd09-012.compuserve.com	-	807250916	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
pm9.j51.com	-	807250917	GET	/history/apollo/apollo-4/apollo-4-patch-small.gif	200	11934		
www-c6.proxy.aol.com	-	807250918	GET	/icons/blank.xbm	200	509		
www-c6.proxy.aol.com	-	807250918	GET	/icons/image.xbm	200	509		
www-c6.proxy.aol.com	-	807250924	GET	/icons/unknown.xbm	200	515		
piweba1y.prodigy.com	-	807250929	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
139.230.35.135	-	807250932	GET	/shuttle/countdown/liftoff.html	200	5220		
www-c6.proxy.aol.com	-	807250934	GET	/images/IMPACT.JPG	200	169883		
www-d1.proxy.aol.com	-	807250940	GET	/images/launch-logo.gif	200	1713		
www-d1.proxy.aol.com	-	807250940	GET	/images/KSC-logosmall.gif	200	1204		
pm6a3.sover.net	-	807250947	GET	/ksc.html	200	7280		
pm6a3.sover.net	-	807250950	GET	/images/ksclogo-medium.gif	200	5866		
pm6a3.sover.net	-	807250953	GET	/images/NASA-logosmall.gif	200	786		
pwestec.sierra.net	-	807250954	GET	/biomed/program.html	200	31393		
pm6a3.sover.net	-	807250958	GET	/images/MOSAIC-logosmall.gif	200	363		
palpk-s13.intac.com	-	807250960	GET	/images/imagemaps/	200	462		
cs1-08.leh.ptd.net	-	807250961	GET	/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg	200	130724		
palpk-s13.intac.com	-	807250961	GET	/icons/text.xbm	200	527		
pm6a3.sover.net	-	807250962	GET	/images/USA-logosmall.gif	200	234		
pm6a3.sover.net	-	807250962	GET	/images/WORLD-logosmall.gif	200	669		
ras15.srv.net	-	807250968	GET	/shuttle/missions/sts-56/mission-sts-56.html	200	9298		
palpk-s13.intac.com	-	807250970	GET	/images/imagemaps/stats.map	200	331		
blv-pm11-ip17.halcyon.com	-	807250970	GET	/cgi-bin/imagemap/countdown70?67,155	302	111		
dd09-012.compuserve.com	-	807250971	GET	/shuttle/missions/missions.html	200	8677		
blv-pm11-ip17.halcyon.com	-	807250972	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
ras15.srv.net	-	807250973	GET	/shuttle/missions/sts-56/sts-56-patch-small.gif	200	9978		
pwestec.sierra.net	-	807250973	GET	/biomed/wwwicons/purple.gif	200	334		
pwestec.sierra.net	-	807250974	GET	/biomed/wwwicons/blue.gif	200	334		
pwestec.sierra.net	-	807250975	GET	/biomed/wwwicons/green.gif	200	334		
pwestec.sierra.net	-	807250977	GET	/biomed/wwwicons/red.gif	200	334		
pwestec.sierra.net	-	807250978	GET	/biomed/wwwicons/orange.gif	200	334		
pwestec.sierra.net	-	807250980	GET	/biomed/wwwicons/yellow.gif	200	334		
pwestec.sierra.net	-	807250982	GET	/biomed/wwwicons/mm.gif	200	334		
ras15.srv.net	-	807250983	GET	/images/KSC-logosmall.gif	200	1204		
pm6a3.sover.net	-	807250984	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
ppp3_069.bekkoame.or.jp	-	807250986	GET	/shuttle/missions/sts-70/movies/sts-70-launch.mpg	200	57344		
pm6a3.sover.net	-	807250986	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083		
blv-pm11-ip17.halcyon.com	-	807250988	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
ras15.srv.net	-	807250989	GET	/images/launch-logo.gif	200	1713		
pm9.j51.com	-	807250992	GET	/history/apollo/apollo-1/apollo-1-info.html	200	1434		
pm6a3.sover.net	-	807250994	GET	/images/KSC-logosmall.gif	200	1204		
pm6a3.sover.net	-	807250994	GET	/images/launch-logo.gif	200	1713		
pm6a3.sover.net	-	807250994	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
ppp3_069.bekkoame.or.jp	-	807250995	GET	/cgi-bin/imagemap/countdown70?72,218	302	110		
palpk-s13.intac.com	-	807250996	GET	/images/hq.gif	200	40582		
ras15.srv.net	-	807250996	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
ppp3_069.bekkoame.or.jp	-	807250997	GET	/shuttle/missions/sts-70/images/images.html	200	8657		
dd09-012.compuserve.com	-	807251000	GET	/images/launchmedium.gif	200	11853		
ppp3_069.bekkoame.or.jp	-	807251011	GET	/shuttle/missions/sts-70/images/KSC-95EC-0515.gif	200	39252		
blv-pm11-ip17.halcyon.com	-	807251014	GET	/images/launch-logo.gif	200	1713		
pm9.j51.com	-	807251015	GET	/history/apollo/apollo-1/images/	200	1190		
blv-pm11-ip17.halcyon.com	-	807251016	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
pm9.j51.com	-	807251018	GET	/icons/blank.xbm	200	509		
pm9.j51.com	-	807251021	GET	/icons/menu.xbm	200	527		
pm9.j51.com	-	807251022	GET	/icons/image.xbm	200	509		
www-c6.proxy.aol.com	-	807251040	GET	/images/cm-map.gif	200	22011		
133.43.106.47	-	807251058	GET	/	200	7280		
dd09-012.compuserve.com	-	807251060	GET	/facts/about_ksc.html	200	3977		
cherry.hip.berkeley.edu	-	807251061	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
dialip129.gov.bc.ca	-	807251061	GET	/history/apollo/apollo-11/images/69HC680.GIF	200	149444		
139.230.35.135	-	807251062	GET	/shuttle/missions/sts-70/images/images.html	200	8657		
cherry.hip.berkeley.edu	-	807251063	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
dd09-012.compuserve.com	-	807251065	GET	/images/launchpalms-small.gif	200	11473		
133.43.106.47	-	807251069	GET	/images/ksclogo-medium.gif	200	5866		
piweba1y.prodigy.com	-	807251069	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
dd12-062.compuserve.com	-	807251077	GET	/shuttle/missions/missions.html	200	8677		
piweba1y.prodigy.com	-	807251080	GET	/images/KSC-logosmall.gif	200	1204		
cherry.hip.berkeley.edu	-	807251084	GET	/images/ksclogosmall.gif	200	3635		
cherry.hip.berkeley.edu	-	807251085	GET	/history/apollo/images/footprint-logo.gif	200	4209		
dd12-062.compuserve.com	-	807251085	GET	/images/launchmedium.gif	200	11853		
piweba1y.prodigy.com	-	807251086	GET	/images/launch-logo.gif	200	1713		
133.43.106.47	-	807251090	GET	/images/NASA-logosmall.gif	200	786		
ras15.srv.net	-	807251097	GET	/shuttle/missions/missions.html	200	8677		
133.43.106.47	-	807251100	GET	/images/MOSAIC-logosmall.gif	200	363		
ras15.srv.net	-	807251101	GET	/images/launchmedium.gif	200	11853		
www-d1.proxy.aol.com	-	807251105	GET	/shuttle/technology/sts-newsref/srb.html	200	49553		
133.43.106.47	-	807251111	GET	/images/USA-logosmall.gif	200	234		
ix-sea6-23.ix.netcom.com	-	807251112	GET	/software/winvn/winvn.html	200	9866		
csclass.utdallas.edu	-	807251113	GET	/shuttle/missions/sts-68/mission-sts-68.html	200	40960		
ix-sea6-23.ix.netcom.com	-	807251114	GET	/software/winvn/winvn.gif	200	25218		
ix-sea6-23.ix.netcom.com	-	807251114	GET	/images/construct.gif	200	1414		
ix-sea6-23.ix.netcom.com	-	807251114	GET	/software/winvn/bluemarb.gif	200	4441		
ras15.srv.net	-	807251115	GET	/images/NASA-logosmall.gif	200	786		
133.43.106.47	-	807251115	GET	/images/WORLD-logosmall.gif	200	669		
ix-sea6-23.ix.netcom.com	-	807251119	GET	/software/winvn/wvsmall.gif	200	13372		
139.230.35.135	-	807251122	GET	/shuttle/missions/sts-70/images/KSC-95EC-1059.gif	200	40180		
ix-sea6-23.ix.netcom.com	-	807251124	GET	/images/KSC-logosmall.gif	200	1204		
ix-sea6-23.ix.netcom.com	-	807251124	GET	/images/MOSAIC-logosmall.gif	200	363		
ix-sea6-23.ix.netcom.com	-	807251126	GET	/images/USA-logosmall.gif	200	234		
ix-sea6-23.ix.netcom.com	-	807251126	GET	/images/WORLD-logosmall.gif	200	669		
www-d1.proxy.aol.com	-	807251135	GET	/shuttle/technology/images/srb_16-small.gif	200	42732		
ix-min1-02.ix.netcom.com	-	807251139	GET	/images/ksclogosmall.gif	304	0		
grail911.nando.net	-	807251145	GET	/history/apollo/	200	6245		
grail911.nando.net	-	807251147	GET	/icons/blank.xbm	200	509		
grail911.nando.net	-	807251147	GET	/icons/menu.xbm	200	527		
ras15.srv.net	-	807251148	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
grail911.nando.net	-	807251149	GET	/icons/text.xbm	200	527		
ras15.srv.net	-	807251154	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083		
ix-min1-02.ix.netcom.com	-	807251155	GET	/history/apollo/images/footprint-logo.gif	304	0		
piweba3y.prodigy.com	-	807251160	GET	/history/apollo/apollo-11/apollo-11.html	200	44877		
ix-min1-02.ix.netcom.com	-	807251164	GET	/history/apollo/apollo-12/apollo-12.html	200	2557		
ix-min1-02.ix.netcom.com	-	807251166	GET	/history/apollo/apollo-12/apollo-12-patch-small.gif	200	11644		
dialip129.gov.bc.ca	-	807251174	GET	/history/apollo/apollo-11/movies/	200	381		
www-c6.proxy.aol.com	-	807251177	GET	/images/landing-small.gif	200	16966		
in24.inetnebr.com	-	807251178	GET	/shuttle/missions/sts-76/mission-sts-76.html	200	3161		
ix-min1-02.ix.netcom.com	-	807251179	GET	/history/apollo/apollo-12/apollo-12-info.html	200	1457		
in24.inetnebr.com	-	807251181	GET	/shuttle/missions/sts-76/sts-76-patch-small.gif	200	4179		
www-d1.proxy.aol.com	-	807251182	GET	/images/shuttle-patch-logo.gif	200	891		
dialip129.gov.bc.ca	-	807251183	GET	/history/apollo/apollo-11/sounds/	200	653		
ix-min1-02.ix.netcom.com	-	807251184	GET	/history/apollo/apollo-12/movies/	200	381		
ix-min1-02.ix.netcom.com	-	807251185	GET	/icons/menu.xbm	304	0		
ix-min1-02.ix.netcom.com	-	807251186	GET	/icons/blank.xbm	304	0		
slip9-162.beta.delphi.com	-	807251188	GET	/shuttle/missions/sts-64/mission-sts-64.html	200	49152		
slip9-162.beta.delphi.com	-	807251190	GET	/shuttle/resources/orbiters/discovery.html	200	6849		
ix-min1-02.ix.netcom.com	-	807251191	GET	/history/apollo/apollo-12/	200	1732		
ix-min1-02.ix.netcom.com	-	807251192	GET	/icons/text.xbm	304	0		
ix-min1-02.ix.netcom.com	-	807251193	GET	/icons/image.xbm	304	0		
ix-min1-02.ix.netcom.com	-	807251200	GET	/history/apollo/apollo-12/movies/	200	381		
slip9-162.beta.delphi.com	-	807251200	GET	/shuttle/missions/sts-64/mission-sts-64.html	200	49152		
tia1.eskimo.com	-	807251206	GET	/software/winvn/winvn.html	200	9866		
ix-min1-02.ix.netcom.com	-	807251207	GET	/history/apollo/apollo-12/movies/	200	381		
tia1.eskimo.com	-	807251208	GET	/software/winvn/winvn.gif	200	25218		
tia1.eskimo.com	-	807251208	GET	/images/construct.gif	200	1414		
tia1.eskimo.com	-	807251209	GET	/software/winvn/bluemarb.gif	200	4441		
ix-min1-02.ix.netcom.com	-	807251210	GET	/history/apollo/apollo-12/	200	1732		
tia1.eskimo.com	-	807251215	GET	/software/winvn/wvsmall.gif	200	13372		
tia1.eskimo.com	-	807251216	GET	/images/KSC-logosmall.gif	200	1204		
tia1.eskimo.com	-	807251218	GET	/images/MOSAIC-logosmall.gif	200	363		
tia1.eskimo.com	-	807251225	GET	/images/WORLD-logosmall.gif	200	669		
in24.inetnebr.com	-	807251226	GET	/facilities/mlp.html	200	2653		
tia1.eskimo.com	-	807251226	GET	/images/USA-logosmall.gif	200	234		
slippc6.cs.nps.navy.mil	-	807251234	GET	/shuttle/	200	957		
in24.inetnebr.com	-	807251235	GET	/images/ksclogosmall.gif	200	3635		
in24.inetnebr.com	-	807251235	GET	/images/kscmap-tiny.gif	200	2537		
pm9.j51.com	-	807251244	GET	/history/apollo/apollo-1/images/apollo-1-crew.gif	200	250849		
ix-min1-02.ix.netcom.com	-	807251251	GET	/history/apollo/apollo-12/apollo-12-patch.jpg	200	90112		
piweba3y.prodigy.com	-	807251253	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
remote.redzone.com	-	807251254	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
remote.redzone.com	-	807251258	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
ix-min1-02.ix.netcom.com	-	807251260	GET	/history/apollo/apollo-12/videos/	200	517		
ix-min1-02.ix.netcom.com	-	807251261	GET	/icons/movie.xbm	200	530		
ix-min1-02.ix.netcom.com	-	807251264	GET	/history/apollo/apollo-12/videos/moonflag.mpg	200	0		
in24.inetnebr.com	-	807251279	GET	/shuttle/technology/sts-newsref/et.html	200	20327		
tia1.eskimo.com	-	807251281	GET	/software/winvn/wvlarge.gif	200	23416		
remote.redzone.com	-	807251287	GET	/images/ksclogosmall.gif	200	3635		
remote.redzone.com	-	807251287	GET	/history/apollo/images/footprint-logo.gif	200	4209		
in24.inetnebr.com	-	807251294	GET	/shuttle/technology/images/et_1-small.gif	200	35624		
line10.pm1.abb.mindlink.net	-	807251297	GET	/shuttle/countdown/	200	4324		
ix-min1-02.ix.netcom.com	-	807251306	GET	/history/apollo/apollo-12/videos/	200	517		
dialip129.gov.bc.ca	-	807251308	GET	/history/apollo/apollo-11/sounds/A01106AA.WAV	200	96036		
ix-min1-02.ix.netcom.com	-	807251314	GET	/history/apollo/apollo-12/videos/moonflag.mpg	200	0		
www-c1.proxy.aol.com	-	807251314	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	13450		
line10.pm1.abb.mindlink.net	-	807251319	GET	/images/NASA-logosmall.gif	200	786		
line10.pm1.abb.mindlink.net	-	807251321	GET	/images/KSC-logosmall.gif	200	1204		
tia1.eskimo.com	-	807251321	GET	/pub/winvn/release.txt	404	0		
198.248.59.123	-	807251321	GET	/shuttle/missions/missions.html	200	8677		
ix-min1-02.ix.netcom.com	-	807251323	GET	/history/apollo/apollo-12/videos/moonflag.mpg	200	0		
198.248.59.123	-	807251326	GET	/images/launchmedium.gif	200	11853		
ix-min1-02.ix.netcom.com	-	807251328	GET	/history/apollo/apollo-12/	200	1732		
133.43.96.45	-	807251335	GET	/history/apollo/apollo-13/apollo-13-patch.jpg	200	143703		
ix-min1-02.ix.netcom.com	-	807251335	GET	/history/apollo/apollo-12/movies/	200	381		
198.248.59.123	-	807251337	GET	/images/NASA-logosmall.gif	200	786		
198.248.59.123	-	807251337	GET	/images/KSC-logosmall.gif	200	1204		
ix-min1-02.ix.netcom.com	-	807251337	GET	/history/apollo/apollo-12/	200	1732		
piweba3y.prodigy.com	-	807251339	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
piweba3y.prodigy.com	-	807251342	GET	/images/ksclogosmall.gif	200	3635		
ix-min1-02.ix.netcom.com	-	807251344	GET	/history/apollo/apollo-12/videos/	200	517		
ix-min1-02.ix.netcom.com	-	807251348	GET	/history/apollo/apollo-12/videos/moonflag.mpg	200	0		
line10.pm1.abb.mindlink.net	-	807251374	GET	/shuttle/countdown/count70.gif	200	46573		
www-b3.proxy.aol.com	-	807251375	GET	/shuttle/missions/sts-68/mission-sts-68.html	200	49702		
pm9.j51.com	-	807251379	GET	/history/apollo/apollo-1/images/66HC1519.gif	200	65240		
www-b3.proxy.aol.com	-	807251395	GET	/shuttle/missions/sts-68/sts-68-patch-small.gif	200	17459		
adam.tower.com.au	-	807251428	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
www-b5.proxy.aol.com	-	807251428	GET	/images/	200	17688		
198.248.59.123	-	807251433	GET	/history/gemini/gemini.html	200	2522		
piweba3y.prodigy.com	-	807251435	GET	/images/ksclogosmall.gif	200	3635		
adam.tower.com.au	-	807251436	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
198.248.59.123	-	807251437	GET	/images/gemini-logo.gif	200	4452		
198.248.59.123	-	807251437	GET	/images/ksclogosmall.gif	200	3635		
198.248.59.123	-	807251438	GET	/history/apollo/images/apollo-logo.gif	200	3047		
www-b3.proxy.aol.com	-	807251457	GET	/images/launch-logo.gif	200	1713		
piweba3y.prodigy.com	-	807251457	GET	/history/apollo/images/footprint-logo.gif	200	4209		
www-d1.proxy.aol.com	-	807251459	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71654		
www-b3.proxy.aol.com	-	807251462	GET	/images/KSC-logosmall.gif	200	1204		
www-b5.proxy.aol.com	-	807251464	GET	/history/skylab/skylab.html	200	1687		
www-b5.proxy.aol.com	-	807251467	GET	/history/skylab/skylab-small.gif	200	9202		
www-b5.proxy.aol.com	-	807251467	GET	/history/apollo/images/apollo-logo.gif	200	3047		
pm9.j51.com	-	807251472	GET	/history/apollo/apollo-1/images/67HC33a.gif	200	79452		
piweba3y.prodigy.com	-	807251499	GET	/facilities/vab.html	200	4045		
rdr4.ccinet.ab.ca	-	807251501	GET	/shuttle/countdown/	304	0		
www-b5.proxy.aol.com	-	807251501	GET	/history/skylab/skylab-2.html	200	1478		
cs1-08.leh.ptd.net	-	807251501	GET	/ksc.html	200	7280		
cs1-08.leh.ptd.net	-	807251503	GET	/images/ksclogo-medium.gif	200	5866		
dynamic-ara3.csuchico.edu	-	807251504	GET	/ksc.html	200	7280		
www-b5.proxy.aol.com	-	807251504	GET	/history/skylab/skylab-logo.gif	200	3274		
rdr4.ccinet.ab.ca	-	807251506	GET	/shuttle/countdown/count70.gif	304	0		
rdr4.ccinet.ab.ca	-	807251507	GET	/images/NASA-logosmall.gif	304	0		
rdr4.ccinet.ab.ca	-	807251507	GET	/images/KSC-logosmall.gif	304	0		
cs1-08.leh.ptd.net	-	807251508	GET	/images/NASA-logosmall.gif	200	786		
cs1-08.leh.ptd.net	-	807251508	GET	/images/MOSAIC-logosmall.gif	200	363		
in24.inetnebr.com	-	807251508	GET	/shuttle/missions/sts-75/mission-sts-75.html	200	3705		
dialip129.gov.bc.ca	-	807251510	GET	/history/apollo/apollo-12/apollo-12.html	200	2557		
cs1-08.leh.ptd.net	-	807251510	GET	/images/USA-logosmall.gif	200	234		
cs1-08.leh.ptd.net	-	807251511	GET	/images/WORLD-logosmall.gif	200	669		
in24.inetnebr.com	-	807251511	GET	/shuttle/missions/sts-75/sts-75-patch-small.gif	200	4179		
thunderbox.ho.bom.gov.au	-	807251515	GET	/elv/elvpage.htm	200	7775		
adam.tower.com.au	-	807251518	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
piweba3y.prodigy.com	-	807251518	GET	/images/vab-small.gif	200	35709		
www-d1.proxy.aol.com	-	807251519	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
www-d1.proxy.aol.com	-	807251521	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
www-d1.proxy.aol.com	-	807251523	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666		
www-b5.proxy.aol.com	-	807251530	GET	/history/skylab/skylab-4.html	200	1165		
dialip129.gov.bc.ca	-	807251531	GET	/history/apollo/apollo-12/apollo-12-info.html	200	1457		
www-b5.proxy.aol.com	-	807251532	GET	/history/skylab/skylab-4-small.gif	200	13775		
piweba3y.prodigy.com	-	807251533	GET	/images/kscmap-tiny.gif	200	2537		
cs1-08.leh.ptd.net	-	807251536	GET	/shuttle/missions/sts-71/movies/movies.html	200	3381		
in24.inetnebr.com	-	807251537	GET	/shuttle/missions/missions.html	200	8677		
cs1-08.leh.ptd.net	-	807251538	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
dialip129.gov.bc.ca	-	807251543	GET	/history/apollo/apollo-12/sounds/	200	381		
in24.inetnebr.com	-	807251547	GET	/images/launchmedium.gif	200	11853		
www-d1.proxy.aol.com	-	807251552	GET	/	200	7280		
198.248.59.123	-	807251557	GET	/history/gemini/movies/gemini-launch.mpg	200	104987		
uplherc.upl.com	-	807251558	GET	/shuttle/technology/sts-newsref/stsover-launch.html	200	90755		
in24.inetnebr.com	-	807251558	GET	/images/NASA-logosmall.gif	200	786		
dialip129.gov.bc.ca	-	807251562	GET	/history/apollo/apollo-12/movies/	200	381		
www-b5.proxy.aol.com	-	807251567	GET	/ksc.html	200	7280		
line10.pm1.abb.mindlink.net	-	807251575	GET	/cgi-bin/imagemap/countdown70?289,288	302	85		
line10.pm1.abb.mindlink.net	-	807251579	GET	/htbin/cdt_main.pl	200	3714		
thunderbox.ho.bom.gov.au	-	807251581	GET	/elv/uplink.htm	200	1374		
dialip129.gov.bc.ca	-	807251581	GET	/history/apollo/apollo-12/images/	200	1329		
www-b5.proxy.aol.com	-	807251584	GET	/whats-new.html	200	18936		
pme609.onramp.awinc.com	-	807251589	GET	/shuttle/missions/sts-64/mission-sts-64.html	200	58808		
www-b5.proxy.aol.com	-	807251590	GET	/images/whatsnew.gif	200	651		
line10.pm1.abb.mindlink.net	-	807251592	GET	/shuttle/countdown/images/countclock.gif	200	13994		
hun8.ramlink.net	-	807251605	GET	/shuttle/missions/sts-68/mission-sts-68.html	200	49702		
ix-cha-nc1-02.ix.netcom.com	-	807251609	GET	/shuttle/countdown/liftoff.html	200	5220		
in24.inetnebr.com	-	807251609	GET	/shuttle/missions/sts-59/mission-sts-59.html	200	63060		
www-d1.proxy.aol.com	-	807251610	GET	/whats-new.html	200	18936		
prakinf2.prakinf.tu-ilmenau.de	-	807251611	GET	/images/shuttle-patch-small.gif	200	4179		
cs1-08.leh.ptd.net	-	807251613	GET	/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg	200	130724		
dialip129.gov.bc.ca	-	807251614	GET	/history/apollo/apollo-1/apollo-1.html	200	3841		
ix-cha-nc1-02.ix.netcom.com	-	807251614	GET	/images/NASA-logosmall.gif	200	786		
in24.inetnebr.com	-	807251623	GET	/shuttle/missions/sts-59/sts-59-info.html	200	1430		
pme609.onramp.awinc.com	-	807251624	GET	/shuttle/missions/sts-64/sts-64-patch-small.gif	200	15980		
blv-pm11-ip17.halcyon.com	-	807251624	GET	/shuttle/technology/sts-newsref/sts-mps.html	200	215409		
www-b5.proxy.aol.com	-	807251627	GET	/shuttle/countdown/liftoff.html	200	5220		
hun8.ramlink.net	-	807251629	GET	/shuttle/missions/sts-68/sts-68-patch-small.gif	200	17459		
in24.inetnebr.com	-	807251629	GET	/shuttle/missions/sts-59/sts-59-patch-small.gif	200	12181		
itws.info.eng.niigata-u.ac.jp	-	807251631	GET	/ksc.html/	200	7280		
www-b5.proxy.aol.com	-	807251633	GET	/shuttle/countdown/video/livevideo2.gif	200	71319		
itws.info.eng.niigata-u.ac.jp	-	807251634	GET	/images/ksclogo-medium.gif	200	5866		
www-d1.proxy.aol.com	-	807251634	GET	/images/whatsnew.gif	200	651		
dialip129.gov.bc.ca	-	807251634	GET	/history/apollo/apollo-1/apollo-1-info.html	200	1434		
ix-cha-nc1-02.ix.netcom.com	-	807251635	GET	/shuttle/countdown/video/livevideo2.gif	200	71319		
piweba3y.prodigy.com	-	807251638	GET	/images/kscmap-tiny.gif	200	2537		
itws.info.eng.niigata-u.ac.jp	-	807251641	GET	/images/NASA-logosmall.gif	200	786		
in24.inetnebr.com	-	807251643	GET	/htbin/wais.pl?STS-59	200	4447		
itws.info.eng.niigata-u.ac.jp	-	807251643	GET	/images/MOSAIC-logosmall.gif	200	363		
itws.info.eng.niigata-u.ac.jp	-	807251645	GET	/images/USA-logosmall.gif	200	234		
pme609.onramp.awinc.com	-	807251646	GET	/images/KSC-logosmall.gif	200	1204		
itws.info.eng.niigata-u.ac.jp	-	807251647	GET	/images/WORLD-logosmall.gif	200	669		
ykline6.internorth.com	-	807251649	GET	/images/flight-deck.gif	200	196608		
dialip129.gov.bc.ca	-	807251649	GET	/history/apollo/apollo-1/movies/	200	378		
hun8.ramlink.net	-	807251650	GET	/images/KSC-logosmall.gif	200	1204		
pm9.j51.com	-	807251650	GET	/history/apollo/apollo-1/images/67HC33.gif	200	107469		
dialup-2-139.gw.umn.edu	-	807251650	GET	/history/apollo/apollo.html	200	3260		
pme609.onramp.awinc.com	-	807251652	GET	/images/launch-logo.gif	200	1713		
dialup-2-139.gw.umn.edu	-	807251653	GET	/history/apollo/images/footprint-small.gif	200	18149		
hun8.ramlink.net	-	807251653	GET	/images/launch-logo.gif	200	1713		
dialup-2-139.gw.umn.edu	-	807251653	GET	/images/KSC-logosmall.gif	200	1204		
dialup-2-139.gw.umn.edu	-	807251654	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
hun8.ramlink.net	-	807251657	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
prakinf2.prakinf.tu-ilmenau.de	-	807251658	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84905		
pme609.onramp.awinc.com	-	807251658	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
192.127.139.163	-	807251662	GET	/	200	7280		
dialip129.gov.bc.ca	-	807251662	GET	/history/apollo/apollo-1/sounds/	200	378		
133.43.96.45	-	807251664	GET	/history/apollo/images/footprint.gif	200	67171		
in24.inetnebr.com	-	807251667	GET	/shuttle/missions/sts-59/sts-59-patch-small.gif	200	12181		
blv-pm11-ip17.halcyon.com	-	807251675	GET	/images/shuttle-patch-logo.gif	200	891		
ix-cha-nc1-02.ix.netcom.com	-	807251675	GET	/htbin/cdt_clock.pl	200	543		
dialip129.gov.bc.ca	-	807251678	GET	/history/apollo/apollo-1/images/	200	1190		
lutzp.tigernet.net	-	807251688	GET	/software/winvn/winvn.html	200	9866		
dd09-012.compuserve.com	-	807251688	GET	/facts/launch-pass.txt	200	29823		
in24.inetnebr.com	-	807251689	GET	/shuttle/missions/sts-59/sts-59-patch-small.gif	200	12181		
lutzp.tigernet.net	-	807251691	GET	/software/winvn/winvn.gif	200	25218		
lutzp.tigernet.net	-	807251691	GET	/images/construct.gif	200	1414		
lutzp.tigernet.net	-	807251691	GET	/software/winvn/bluemarb.gif	200	4441		
futurcom.nai.net	-	807251694	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
columbia.acc.brad.ac.uk	-	807251695	GET	/ksc.html	200	7280		
futurcom.nai.net	-	807251697	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
dialup-2-139.gw.umn.edu	-	807251697	GET	/history/apollo/apollo-11/apollo-11.html	200	44877		
lutzp.tigernet.net	-	807251699	GET	/software/winvn/wvsmall.gif	200	13372		
dialup-2-139.gw.umn.edu	-	807251699	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
columbia.acc.brad.ac.uk	-	807251700	GET	/images/ksclogo-medium.gif	200	5866		
lutzp.tigernet.net	-	807251700	GET	/images/KSC-logosmall.gif	200	1204		
general2.asu.edu	-	807251701	GET	/	200	7280		
columbia.acc.brad.ac.uk	-	807251701	GET	/images/NASA-logosmall.gif	200	786		
columbia.acc.brad.ac.uk	-	807251702	GET	/images/MOSAIC-logosmall.gif	200	363		
columbia.acc.brad.ac.uk	-	807251702	GET	/images/USA-logosmall.gif	200	234		
columbia.acc.brad.ac.uk	-	807251703	GET	/images/WORLD-logosmall.gif	200	669		
piweba3y.prodigy.com	-	807251704	GET	/facilities/mlp.html	200	2653		
205.199.120.118	-	807251705	GET	/	200	7280		
